Singer,Name,Lyric,Category
五月天, Do you ever shine(國語版),如果沒有 某年某天 那淚光之災很多英雄 現在還是 懵懂小屁孩如果不是有群瘋子 不要命地愛最療癒的那首情歌 還沒寫出來Jalalan Jalalala故事無懸念Jalalan Jalalala你還有執念世界就是細節 要怎麼改變一念 一念 只差你一念Do you ever shine?Do you ever shine?Do it or die?你安全帶 馬上解開你有亮點 現在亮出來Do you ever shine?Do you ever shine?Do it or die?把握現在 面朝大海明年未必 春暖花開Do you ever shine?你可以是推倒世界 最後的骨牌也可以是宇宙拼圖 缺的那一塊不要以為你的表演 沒有人期待快要流行 用你名字命名的色彩Jalalan Jalalala縫一塊亮片Jalalan Jalalala來一場狂戀世界就是細節 要怎麼改變  一點 一點 就等你一念Do you ever try?Do you ever try?Do it or die?各種黑暗 並非白來只為鋪排 你閃亮登台Do you ever try?Do you ever try?Do it or die?每個最好、最壞時代，都迫出來幾個天才Do you ever try?抓住未來 甩掉塵埃燃燒現在 大放異彩難道你想 沒什麼意外 發一生的呆墓誌銘 只要寫 人畜無害還是怕輸 不參加比賽 把自己淘汰到老了才發現 小宇宙 根本就沒打開Do you ever shine?Do you ever shine?Do it or die?你安全帶 馬上解開你有亮點 現在亮出來Do you ever shine?Do you ever shine?Do it or die?每個最好、最壞時代，都是你的華麗舞台Don't forget to shine,勵志
五月天, 小太陽,多麼難忘 是你純真的模樣突然的吻 瀰漫著茶香多麼嚮往 夢想總是在他方你說等我 不管多漫長你就是太陽 蒸發了彷徨所以挖開土壤 種下希望 離開了故鄉看著你的眼眶 忍著淚 閃著光我會很快回來 繼續我們 未完的天堂  看著你的臉龐 微笑著 要我去闖你的盼望 是我握在手中 小小的太陽念念不忘 此刻應該是農忙如畫風光 有你在歌唱你就是太陽 照亮了方向你讓地球旋轉 月亮發光 讓我有翅膀看著你的眼眶 忍著淚 閃著光我會很快回來 繼續我們 未完的天堂看著你的臉龐 微笑著 要我去闖你的盼望是我 握在手中 小小的太陽,勵志
五月天, 小時候,小時候　我一直有個夢有一天　我要飛上外太空就像夏夜繁星閃爍　幻想我能穿梭其中你有沒有過　你有沒有過小時候　渴望碩壯的成熟長大後　我有雪亮的天空風雨卻讓世界不同　面對遍體鱗傷的痛你有沒有放棄夢想的衝動  當你的心已累　以為失去了一切其實等在前面　還有一整個世界當你的愛已碎　以為純真會幻滅其實等在前面還有一整個新的視野　新的起點小時候　我一直有個夢有一天　我要飛上外太空即使越來越淡的星座　越來越遠的神話傳說我不會忘記在夏夜的時空遨遊,勵志
五月天, 出頭天,在我的天頂 甘有人會看見看到我不甘願這樣過一生在我的一生 我甘願來相信每一朵花都有自己的春天在我的天頂 大雨落不停也不能改變我的固執永遠等待 那一日 咱可以出頭天人生不怕風浪 只怕自己沒志氣那一日 咱可以出頭天我盼望的日子 會真快 來到我身邊在我的天頂 甘有人在保佑為怎樣我常常摔的頭殼流血  血乾會結痂 失敗也不失志成功是咱自己看自己得起飄浪的日子 等待著時機我不信命運會這麼無情永遠等待 那一日 咱可以出頭天人生不怕風浪 只怕自己沒志氣那一日 咱可以出頭天我盼望的日子 會真快 來到我身邊永遠等待 那一日 咱可以出頭天人生不怕風浪 只怕自己沒志氣那一日 咱可以出頭天我盼望的日子 會真快 來到我身邊,勵志
五月天, 由我們主宰,期待一場球賽　期待一次戀愛人生總在期待　輸贏也都會精采熱淚盈眶的痛快　想喊那就吶喊排山倒海的期待　七十億顆心狂歡由我們主宰　OH~~世界能多大　OH~~由我　由我　由我　由我們主宰Lights up the world　Lights up the world心跳痛快起來　天地逆轉起來  煩惱飛踢起來　飛踢到大氣層外扭轉過去和現在　誰說你不能愛貫徹快樂的未來　是誰能主宰由我們主宰　OH~~世界能多大　OH~~由我　由我　由我　由我們主宰世界一起Everybody 你的風景由你決定世界一起EverybodyLights up the world　Lights up the world由我們主宰　OH~~世界能多大　OH~~由我　由我　由我　由我們主宰,勵志
五月天, 成名在望,找一個和弦開始唱 那故事遺忘的時光起點是那平凡的成長 或初學吉他時 少年們 的模樣.那一年的舞台 沒掌聲 沒聚光 只有盆地邊緣 不認輸 的倔強排練室的日夜 在爭論 在激盪 以音量去吞噬 無退路 的徬徨.那黑的終點可有光 那夜的盡頭可會亮那成名在望 會有希望 或者是 無知的狂妄那又會怎麼樣 「那又會怎麼樣？」.混跡過酒場的駐唱 才讀懂人性的尋常背負過音樂節的重量 才體會每場仗 都仰賴 槍與糧.夢是把熱血和 汗與淚 熬成湯 澆灌在乾涸的 貧瘠的 現實上當日常的重量 讓我們 不反抗 倒地後才發現 荒地上 渺茫 希望 綻放.穿過了搖滾或糖霜 昧俗或理想 批判或傳唱 道路上只能看遠方 最遠的地方 應許的他方 不停衝撞.看過多少臉龐 飛過多少異鄉少年早已蒼茫 回頭望 我在何方  .一站又一站的流浪 那旅館和空港 一遍又一遍的採訪 和攻防一雙又一雙的目光 像監獄和高牆 牆裡的風光是不是 如當初想像？.那黑的終點可有光 那夜的盡頭可會亮那成名在望 是否風光 或者是 瘋狂的火光那又該怎麼樣 「那又能怎麼樣？」.While we were so young 我夢到當時 我們翻過牆曼陀羅花 沿途綻放 我們光腳越過人間荒唐.We're stupid but strong 放學的屋頂 像萬人廣場從不多想 只是信仰 少年回頭望 笑我「還不快跟上？」.那路的起點誰能忘 那路的盡頭誰在唱誰成名在望 誰曾失望 卻更多 的誰在盼望.那黑的終點可有光 那夜的盡頭天將亮那成名在望 無關真相 如果你 心始終信仰誰又能怎樣？ 誰又能怎樣？你就能飛翔,勵志
五月天, 你不是真正的快樂,人群中 哭著 你只想變成透明的顏色你再也不會夢 或痛 或心動了你已經決定了 你已經決定了你 靜靜 忍著 緊緊把昨天在拳心握著而回憶越是甜 就是 越傷人了越是在 手心留下 密密麻麻 深深淺淺的刀割你不是真正的快樂 你的笑只是你穿的保護色你決定不恨了 也決定不愛了把你的靈魂 關在永遠 鎖上的軀殼這世界 笑了 於是你合群的一起笑了當生存是規則 不是 你的選擇於是你 含著眼淚 飄飄盪盪 跌跌撞撞的走著你不是真正的快樂 你的笑只是你穿的保護色你決定不恨了 也決定不愛了把你的靈魂 關在永遠 鎖上的軀殼  你不是真正的快樂 你的傷從不肯完全的癒合我站在你左側 卻像隔著銀河難道就真的 抱著遺憾 一直到老了 然後才後悔著你不是真正的快樂 你的笑只是你穿的保護色你決定不恨了 也決定不愛了把你的靈魂 關在永遠 鎖上的軀殼你不是真正的快樂 你的傷從不肯完全的癒合我站在你左側 卻像隔著銀河難道就真的 抱著遺憾 一直到老了你值得真正的快樂 你應該脫下你穿的保護色為什麼失去了 還要被懲罰呢能不能就讓 悲傷全部 結束在此刻重新開始活著,勵志
五月天, 放肆,就放肆愛放肆追 放肆去闖 放肆是我的信仰再不去闖 夢想永遠只會 是一個夢想想太多又想太重的夢想 還不如乾脆不多想每一個險惡的浪 都會有浪花綻放 我決定邊衝邊欣賞牛頓要我們都活在地上 偏偏我就想要飛翔要掙脫命運綑綁 要推翻柏林圍牆 要站上巨人的肩膀夢想永遠是逆向 一路都有人阻擋人們說的荒唐卻是我的心中的天堂就放肆愛放肆追 放肆去闖 放肆的大鬧一場不能原諒 如果很多年後 我還是這樣就放肆愛放肆追 放肆去闖 放肆是我的信仰再不去闖 夢想永遠只會 是一個夢想哥倫布只要有一顆星光 就膽敢橫越大西洋  我還有一把吉他 我還有一群死黨 為什麼還不大聲唱達爾文假設生命是戰場 就讓我基因不投降把傷痕裝滿手掌 把鼓聲裝滿心臟 把歌聲裝滿肺活量夢想永遠是逆光 只有剪影的模樣會有什麼細節 什麼體驗 不要只猜想就放肆愛放肆追 放肆去闖 放肆的大鬧一場不能原諒 如果很多年後 我還是這樣就放肆愛放肆追 放肆去闖 放肆是我的信仰再不去闖 夢想永遠只會 是一個夢想就放肆愛放肆追 放肆去闖 放肆的大鬧一場不能原諒 如果很多年後 我還是這樣就放肆愛放肆追 放肆去闖 放肆是我的信仰再不去闖 夢想永遠只會 是一個夢想是一個夢想,勵志
五月天, 花,這一生　這一次　為自己　抬起頭至少要　驕傲的　盛開過就狂舞如果吹狂風　就等待放晴的天空如果雨越下越大　節奏就更猛 當風雨　都過去　迎著風　看天空  　不放棄　才能夠　有感動　這一生　這一次　為自己　抬起頭　至少要　驕傲的　盛開過有誰能聽到我心臟　有誰能聽到花綻放誰能誰懂誰聽見　音樂正來自四方 ,勵志
五月天, 勇敢 (Braveness),敢講這是失去希望的時代敢講這是失去期待的所在敢講咱一世人只有忍耐　只有憤慨　只有無奈只有目屎無人知　吞落腹肚內看到心願慢慢變成不甘願才知期待未當靜靜的等待不管咱是天才或是奴才　只有拼著　所有氣力挑戰無情的世間　一天一冬　一世人到永遠一遍擱一遍不知影　誰在安排　命運好歹　一人攏一款有時陣　想要放棄　想要怨嘆　想要流目屎等一天　黑暗過去　苦盡甘來　人生滋味才瞭解為著彼個將來　要自己　勇敢再勇敢若有一天若我消失在世間若有我的故事給誰人熟識  不管阮是成功或是失敗　我的名字　號做勇敢唱作美麗的歌曲　一字一句　一世人到永遠一遍擱一遍不知影　誰在安排　命運好歹　一人攏一款有時陣　想要放棄　想要怨嘆　想要流目屎等一天　黑暗過去　苦盡甘來　人生滋味才瞭解為著彼個將來　要自己　勇敢再勇敢風無情　雨無情　命運也無情若有膽　若有心　風雨算什麼飄浪一生　就要攀過　最高的海浪不知影　誰在安排　命運好歹　一人攏一款有時陣　想要放棄　想要怨嘆　想要流目屎等一天　黑暗過去　苦盡甘來　人生滋味才瞭解為著彼個將來　要自己　勇敢再勇敢,勵志
五月天, 後來的我們,然後呢 他們說你的心 似乎痊癒了也開始有個人 為你守護著我該心安或是 心痛呢然後呢其實我的日子 也還可以呢除了回憶肆虐 的某些時刻慶幸還有眼淚 沖淡苦澀而那些昨日 依然繽紛著它們都有我 細心收藏著也許你還記得 也許你都忘了也不是那麽 重要了只期待 後來的你 能快樂那就是 後來的我 最想的後來的我們 依然走著只是不再並肩了朝各自的人生 追尋了無論是 後來故事 怎麽了也要讓 後來人生 精彩著後來的我們 我期待著淚水中能看到 你真的 自由了親愛的回憶我們共同 走過的曲折是那些帶我們 來到了這一刻讓珍貴的人生 有失有得  用新的幸福 把遺憾包著 就這麽朝著 未來前進了有再多的不捨 也要狠心割捨別回頭看我 親愛的只期待 後來的你 能快樂那就是 後來的我 最想的後來的我們 依然走著只是不再並肩了朝各自的人生 追尋了無論是 後來故事 怎麽了也要讓 後來人生 精彩著後來的我們 我期待著淚水中能看到 你真的 幸福快樂在某處 另一個你 留下了在那裏 另一個我 微笑著另一個我們 還深愛著代替我們永恆著如果能這麽想 就夠了無論是 後來故事 怎麽了也要讓 後來人生 值得後來的我們 我期待著淚水中能看到 你真的 自由了,勵志
五月天, 後青春期的詩,當煙霧隨晨光飄散 枕畔的湖已風乾期待已退化成等待 而我告別了突然當淚痕勾勒著遺憾 回憶誇飾著傷感 逝水比喻時光荏苒終於我們不再 為了生命狂歡　為愛情狂亂然而青春彼岸　盛夏正要一天一天一天的燦爛   誰說不能讓我　此生唯一自傳　如同詩一般無論多遠未來　讀來依然一字一句一篇都燦爛讓天空解釋著蔚藍　浮雲定義著潔白落花鋪陳一片紅色地毯　迎接我們到未來　精彩未完的未來,勵志
五月天, 笑忘歌,屋頂的天空是我們的 放學後夕陽也都會是我們的不會再讓步更多了唱一首屬於我們的歌 讓我們的傷都慢慢慢的癒合明天我又會是全新的 OH ~青春是手牽手坐上了 永不回頭的火車總有一天我們都老了 不會遺憾就OK了傷心的 都忘記了 只記得這首笑忘歌那一年天空很高 風很清澈 從頭到腳趾都快樂我和你 都約好了 要再唱這首笑忘歌這一生志願只要平凡快樂 誰說這樣不偉大呢自己和自己打一架了 想通想不通反正就是這樣了不會再流淚更多了有多少錯誤重蹈覆轍 有多少苦痛還不是都過來了  想起來甚至還會笑呢 OH ~青春是人生的實驗課 錯也錯的很值得就算某天唱起這首歌 眼眶會有一點濕熱傷心的 都忘記了 只記得這首笑忘歌那一年天空很高 風很清澈 從頭到腳趾都快樂我和你 都約好了 要再唱這首笑忘歌這一生志願只要平凡快樂 誰說這樣不偉大呢傷心的 都忘記了 只記得這首笑忘歌那一年天空很高 風很清澈 從頭到腳趾都快樂我和你 都約好了 要再唱這首笑忘歌這一生志願只要平凡快樂 誰說這樣不偉大呢這一生志願只要平凡快樂 誰說這樣不偉大呢誰說這樣不偉大呢 ~,勵志
五月天, 起來,起來 我要你看得見 再大的風雨 要用力飛起來 或許你覺得累 記得我 在末日來臨之前海浪在退潮之前 將我消失在泡沫裡面我承受這份孤單 留下腳印在沙灘遠方燈火通明 讓海和天一樣黑微風吹動風帆 失去引力向前追突然間我才發現 前方燈塔已熄滅我又被影子拉回地面被夜晚冷卻的沙灘 快樂悲傷浮在上邊無法抗拒這味道 讓空氣分割我的臉忽然間我才了解 就在起飛的那一瞬間我不能獨自在海上漂浮於是我閉上眼睛去撫摸在黑暗中掙扎的光線於是我又開始這疼痛感覺起來 我要你看得見 再大的風雨 要用力飛起來 或許你覺得累 記得我 在末日來臨之前  感覺全身在顫抖 無法用心對齊妳我的腳步太多太快來不及去接受 太多太遠太過份執著鼓起勇氣才看見失去理由起來 我要你看得見 再大的風雨 要用力飛起來 或許你覺得累 記得我 在末日來臨之前起來 我要你看得見 再大的風雨 要用力飛起來 或許你覺得累 記得我 在末日來臨之前起來 起來 oh............起來 起來 oh............起來 起來~ oh............起來 起來~ oh............起來 起來~ 記得我 在末日來臨之前,勵志
五月天, 將軍令,在等誰 一聲下令以後才想起 呼吸你的自由從何時 習慣這種生活 Oh ～不相信 或是相信什麼其實你 早已被決定過你忍受 但是不願接受 Oh ～歷史 落在 贏家 之手至少 我們 擁有 傳說誰說 敗者 無法 不朽 Oh ～拳頭 只能 讓人 低頭念頭 卻能 讓人 抬頭抬頭 去看 去愛 去追 你心中的夢此生到盡頭 你是誰 曾怎麼活他們說 就讓他們去說生命如長風 吹過誰 的心頭你想被記住 的那個名字 將會是什麼大時代 你我都是蜉蝣在昨天 你我還是頑童而今天 雙肩如此沈重 Oh ～一首歌 只是靡靡唱遊或者能 讓誰看見宇宙  全看你 願意聽見什麼 Oh ～星月 從來 只能 沉默微光 多難 照遍 角落只求 點亮 你的 瞳孔 Oh ～戰場 不會 放過 你我直到 人們 覺醒 自我何時 不盼 不求 不等 將軍或英雄此生到盡頭 你是誰 曾怎麼活他們說 就讓他們去說生命如長風 吹過誰 的心頭你想被記住 的那個名字 將會是什麼蒼空盼飛鴻 蒼生等英雄我們顛沛千年依然還在等候失去了土地 失去了天空自問 不能失去什麼此刻到永久 你是誰 要怎麼活為什麼 還在問為什麼生命如長風 風中誰 在問我你想被記住 的那個名字 將會是什麼你相信什麼 你執著什麼 你就是什麼,勵志
五月天, 第二人生,你聽到鬧鐘聲 你推開了抱枕 你醒在 無盡的 疲倦的人生英雄沒有出現 奇蹟沒有發生 你只有 苦澀的 即溶咖啡粉你天天看新聞 在等什麼發生 讓人生 再從頭 再起死回生地心沒有沸騰 隕石沒有傾盆 只有你 和日子 長滿了灰塵期待一趟旅程 精采萬分 你卻還在等等到荒廢青春 用盡體溫 才開始悔恨期待一種永恆 卻怕傷痕 怕碎骨粉身最後還是一個人 沒有神 你孤獨的生存你才剛出了門 你就開始在等 你等著 快回家 回你的圍城命運如果有門 名字就叫心門 並不是 能不能 而是肯不肯生命不是過程 而是美麗旅程 風景有 亮和暗 也有愛和恨第一站叫天真 第二站叫青春 下一站 的名字 等你去確認期待一趟旅程 精采萬分 你卻還在等等到荒廢青春 用盡體溫 才開始悔恨期待一種永恆 即使傷痕 也奮不顧身  也許會有一個人 陪著你 向新人生啟程每個靈魂 每個人 每次 劫後餘生每個心跳 每滴淚 在等 絕處逢生如果命運註定你的誕生 如果末日始終沒有發生不要等到來生 讓此時此刻 能不虛此生期待一趟旅程 精采萬分 你不該再等別到荒廢青春 用盡體溫 才開始悔恨期待一種永恆 即使傷痕 也奮不顧身生命還沒有黃昏 下一站 你的第二人生你的第二人生,勵志
五月天, 終結孤單,藍色之夜 製作約你你說不來來了你又不high大家開開心心出來玩你卻埋頭吃飯如果你的孤單只是你的習慣一直把你自己鎖起來實在太不應該心情好心情壞怎麼開始怎麼辦你有的不爽讓我來分擔everything will be alrighttomorrow will be fine太陽依然燦爛地球繼續轉everything will be alrighttomorrow will be fine有我的陪伴你再也不孤單衛冕者接受挑戰難免也會失敗人生像一場比賽還是要保持樂觀請你把頭抬起來幫你把勇氣裝滿有我這樣完美的朋友  high不high 當然很high心情好心情壞怎麼開始怎麼辦你有的不爽讓我來分擔everything will be alrighttomorrow will be fine太陽依然燦爛地球繼續轉everything will be alrighttomorrow will be fine有我的陪伴你再也不孤單嘿...嘿...心情好心情壞怎麼開始怎麼辦你有的不爽讓我來分擔everything will be alrighttomorrow will be fine太陽依然燦爛地球繼續轉everything will be alrighttomorrow will be fine有我的陪伴一起終結孤單啦.......,勵志
五月天, 亂世浮生,亂世浮生 這是你給活著的評語輕蔑的笑 說盡了你的神氣風吹過來 吹起了你白色的衣領也吹走了 我的悲觀的相信經過了誰和誰相遇又誰和誰分離最後把自己交給了命運命運像失控的馬戲小丑開始哭泣大象猴子跑進城裡因為有你 因為有你變換整個場景  那憂鬱 好像可有可無的道具因為有你 緊抓著你像坐上紙飛機漂浮吧 飛過混亂世界的邏輯沒有原因 為什麼一定要有原因有人到了 七十歲還問原因亂世浮生 這是你笑著說的唇語就算一秒 也要快樂的決心漂浮吧 飛過混亂世界昨天的 煩惱就丟在上個世紀,勵志
五月天, 頑固,我身在 當時你 幻想的 未來裡這個狂熱和衝動 早已冷卻的如今你頑固 的神情 消失在 鏡子裡只留下 時光消逝的痕跡每顆心 的相信 每個人 的際遇每個故事的自己 反覆地問著自己這些年 讓步的 你是否 會嘆息有什麼 是你永遠不放棄？一次一次你 吞下了淚滴一次一次 拼回破碎自己一天一天你 是否還相信活在你心深處 那頑固自己你追逐 你呼吸 你囂張 的任性鼻青臉腫的哭過 若無其事的忘記如果你 能預知 這條路 的陷阱我想你 依然錯得很過癮走過的 叫足跡 走不到 叫憧憬學會收拾起叛逆 學會隱藏了表情  卸下了 這面具 我想說 謝謝你謝謝你 一路陪我到這裡一次一次你 吞下了淚滴一次一次 拼回破碎自己一天一天你 是否還相信活在你心深處 那頑固的自己一次一次你 吞下了淚滴一次一次 拼回破碎自己一天一天你 是否還相信活在你心深處 那頑固的你當時相信 的那些事情會在如今 變成美麗風景每當我遲疑 從不曾忘記活在我心深處 那頑固的自己,勵志
五月天, 摩托車日記,橫越過南美洲 一萬兩千里的貧窮我騎著 狂妄的 一股衝動無垠的大地阿 種不出一個夢只看到 那無數的飢餓的孩子 和 絕望佃農嗚 誰在等待英雄嗚 我把左輪瞄準無情天空誰願意和我 一起寫一個傳說你還夢不夢瘋不瘋還有沒有當初 浪漫溫柔誰願意和我 一起寫一個傳說就算誰能 消滅了我卻奪不走我們 作夢的自由印地斯的天空 千年沒有出現彩虹失業的 老人在 彈著斑鳩誰露宿在街頭 誰卻住在皇宮日記上寫滿了夢想 我決定要用這一生背誦嗚 誰在等待英雄嗚 我把左輪瞄準無情天空  誰願意和我 一起寫一個傳說你還夢不夢瘋不瘋還有沒有當初 浪漫溫柔誰願意和我 一起寫一個傳說就算誰能 消滅了我卻奪不走我們 作夢的自由嗚 誰在呼喊自由嗚 我用生命挑戰宿命宇宙誰願意和我 一起寫一個傳說你還夢不夢瘋不瘋還有沒有當初 浪漫溫柔誰願意和我 一起寫一個傳說就算誰能 消滅了我卻奪不走我們 作夢的自由誰願意和我 一起寫一個傳說你還夢不夢瘋不瘋還有沒有當初 浪漫溫柔誰願意和我 一起寫一個傳說就算誰能 消滅了我卻奪不走我們 作夢的自由,勵志
五月天, 憨人,我的心內感覺　人生的沈重　不敢來振動我不是好子　嘛不是歹人　只是愛眠夢(口白：人沒有了夢想　那跟鹹魚有什麼兩樣　　　　縱然鹹魚翻身　還是鹹魚　　　　但是我還是要做夢　我還是要做夢　我還是要做夢)我的心內感覺　人生的沈重　不敢來振動我不是好子　嘛不是歹人　我只是愛眠夢我不願隨浪隨風　飄浪西東　親像船無港我不願做人　奸巧鑽縫　甘願來作憨人 我不是頭腦空空　我不是一隻米蟲　人啊人　一世人　要安怎歡喜　過春夏秋冬   我有我的路　有我的夢　夢中的那個世界　甘講伊是一場空　我走過的路　只有希望　希望你我講過的話　放在心肝內　總有一天看到滿天全金條　要煞無半項　環境來戲弄背景無夠強　天才無夠弄　我逐項是攏輸人只好看破這虛華　不怕路歹行　不怕大雨淋心上一字敢　面對我的夢　甘願來作憨人 我知影總會有一天啦～～～我有我的路　我有我的夢總會有一天　總會有一天 ,勵志
五月天, 諾亞方舟,再見 草莓甜甜圈 街角咖啡店 落下雨點再見 黑白老照片 回憶電影院 埋進地面再見 我們初識的那個公園 那天是誰先吻了誰 被誰遺忘的鞦韆再見 那麼多名車名錶名鞋 最後我們只能帶走 名為回憶的花園如果要告別 如果今夜就要和一切告別如果你只能打一通電話 你會撥給誰晚安 鸚鵡和孔雀 花豹和人類 望著海面晚安 底片和唱片 沉浮在浪間 就像詩篇晚安 自由女神漂到華爾街 我們在甲板上摸到 杜拜塔頂的塔尖晚安 海豚躍出西藏的屋簷 原來幻想中的這天 會比幻想更唯美還是要告別 還是放棄海拔以下的世界你會裝進什麼回憶紀念 在行李裡面終於要告別 終於沒有更多的明天要追你有什麼遺憾依然殘缺 還沒有完美當彗星燃燒天邊 隕石像雨點當輻射比陽光還要熾烈  當愛變得濃烈 當每段命運 更加壯烈當永遠變成一種遙遠 當句點變成一種觀點讓人類終於變成同類勇敢的告別 勇敢地向過去和未來告別告別每段血緣身分地位 聰明或愚昧最後的告別 最後一個心願是學會高飛飛在不存在的高山草原 星空和藍天讓 諾亞方舟 航向了 海平線讓 諾亞方舟 航向了 換日線讓 諾亞方舟 航向了 天際線讓 諾亞方舟 航向了 無限,勵志
五月天, 侯鳥,冰箱上有字條　桌上有菜　電鍋裡面有飯　沒有人在電話裡的獨白　還在等待　一個人的表情　怎麼安排落葉早有預感　一季風寒　生命的窗忘了關　吹進意外旅途上的愉快　花火一般　南方又在呼喚　當我醒來 飛過那片　茫茫人海　下個路口　直走或轉彎  　長大太慢　老得太快　等得太久　結果太難猜　我的故事　被風吹散　我的明天　我從不期待　所以現在　我只想要　尋找一絲　最後的溫暖包廂裡的狂歡　曲終人散　長夜裡的空白　消化不完靈魂總是要貪　片刻燦爛　那雙唇的孤單　變得野蠻那陌生的陽光　照在床單　昨夜發生的事　不想再猜而枕邊的人啊　一直在換　每一次都以為　到了終站,離別
五月天, 突然好想你,最怕空氣突然安靜 最怕朋友突然的關心最怕回憶 突然翻滾絞痛著不平息 最怕突然 聽到你的消息想念如果會有聲音 不願那是悲傷的哭泣事到如今 終於讓自己屬於我自己 只剩眼淚 還騙不過自己突然好想你 你會在哪裡 過得快樂或委屈突然好想你 突然鋒利的回憶 突然模糊的眼睛我們像一首最美麗的歌曲 變成兩部悲傷的電影為什麼你 帶我走過最難忘的旅行 然後留下 最痛的紀念品  我們 那麼甜那麼美那麼相信 那麼瘋那麼熱烈的曾經為何我們還是要奔向各自的幸福和遺憾中老去突然好想你 你會在哪裡 過得快樂或委屈突然好想你 突然鋒利的回憶 突然模糊的眼睛最怕空氣突然安靜 最怕朋友突然的關心最怕回憶 突然翻滾絞痛著不平息 最怕突然 聽到你的消息最怕此生 已經決心自己過沒有你 卻又突然 聽到你的消息,離別
五月天, 就在今夜,就在今夜我要悄悄離去因為你曾經說　你對我感覺不再溫柔就在今夜我要悄悄離去也許你不相信　可是我願你記得這句話這句話就是我想你　雖然你已經不愛我就在今夜我要離去　就在今夜一樣想你雖然心中難過　但面對你的冷漠只有輕輕留下一句　我想你就在今夜我要離去　就在今夜一樣想你雖然心中難過　但面對你的冷漠只有輕輕留下一句　我想你就在今夜我要悄悄離去因為你曾經說　你對我感覺'不再'溫柔'就在今夜我要說一句話'  也許你不相信　可是我願你記得這句話這句話就是我想你　雖然你已經'不'愛我就在今夜我要離去　就在今夜一樣想你雖然心中難過　但面對你的冷漠只有輕輕留下一句　我想你就在今夜我要離去　就在今夜一樣想你雖然心中難過　但面對你的冷漠只有輕輕留下一句 ~就在今夜我要離去　就在今夜一樣想你雖然心中難過　但面對你的冷漠只有輕輕留下一句　我想你就在今夜我要離去　就在今夜一樣想你雖然心中難過　但面對你的冷漠只有輕輕留下一句 我想你喔~~喔喔~~~想你想你 想你想你~~嗚~~耶耶耶耶 耶耶 耶,離別
張惠妹, 你和我的時光,開始的我 單純唱著歌有時孤單 有時哼著快樂最難忘的 全是你們讓我總 不是一個人後來我們 走遍了青春用我歌聲 填滿紀念場合也許清晨 也許黃昏多少過程 多少人生來吧 容我繼續唱 任故事流轉好像是稀鬆平常 簡單的晚餐夢吧 讓我唱出你 未完成的告白回憶聚又散 晚安過每一個夜晚  多少吶喊 你陪我度過一段時光 你們和我享用陪我笑 陪我哭慶幸有你 分擔感受來吧 容我繼續講 故事的平凡好像是一起分享 同桌的晚餐是吧 是你給的愛 一如繁花盛開季節去又來 暖和了每一個溫暖回憶聚又散 晚安過每一個夜晚,友情
張惠妹, 姊妹,春天風會笑　唱來歌聲俏　你就像隻快樂鳥夏天日頭炎　綠野在燃燒　你讓世界更美好記得你的笑　記得你的好　是山林裡的歌謠我是一片草　被溫柔擁抱　我想你一定知道 你是我的姊妹　你是我的 Baby　Oh Yeah~　不管相隔多遠　你是我的姊妹　你是我的 Baby　Oh Yeah~　珍愛這份感覺  秋天紅葉搖　相映臉色嬌　你是淘氣小辣椒冬天慶豐年　世界多悠閒　你讓煩惱不見了記得你的嬌　記得你的妙　我怎麼可以忘掉當我能夠飛　飛越了雲霄　我一定要你看到,友情
張惠妹, 雙影,若非狠下心拿什麼想妳想成了風雨‭　對不起保護一顆心看多了烏雲兩忘曾經裡　不怨妳‬心中有心語‭　‬‬妳我是雙影‭‬一半無情‭　另一半深情‬貪一點愛什麼痛也允許‭‬用懷疑交換‭　‬秘密寵愛和被忘‭　在心中交談‭(說來迷惘)  妳作證我的冷暖‭　悲歡(夢短路長)妳拉我的手繡一件孤單(絲綢堆了月光)說用來取暖　誰敢命在誰命裡‭　‬愛恨是雙影一端美麗‭　另一端無語遠遠走來沒有字的未來被時間教會‭　也許情斷留情意‭　忘記是雙影一天冷淡另一天想起但願我們永遠走在光裡這一生如此‭　多雲這一生從此‭　無雲,友情
張惠妹, 驕傲,給我個擁抱　你就是我的驕傲　同時瘋也同時笑　有你我才彈得高現在就擁抱　你就是我的驕傲　懸崖高山無人島　你的愛替我撐腰抓住高山的野草　踏上大海的浪濤每一個春夏秋冬　要和你一起往太陽奔跑跟著我　抓緊繩索　望遠登高　你的笑在我行囊的每一角  一陣一陣　像小米酒　永遠又陳又香　你是我最珍視的寶陪著我　海底探險　洞穴尋寶　給我最大的力量　衝刺奔跑抓緊生命的每一秒　關鍵的每一秒　有你我才能驕傲給我個擁抱　你就是我的驕傲　往前衝不往後逃　就是你了跟我來,友情
張惠妹,54321,真的不夠聰明　傷心就只是報應　真的不夠開心　我會讓你更不開心真的決定放棄　就絕對不會客氣　別說不給你機會　別讓我數54321愛不是東西　並不適合收集　難道還要人教你　還不知道誰才是愛的祭品不必太熱烈　也不必太專心　你先不用太得意　冷冷看著　我沒關係　我不可惜不打草稿說的話　瞞天過海的眼神　你真以為這世上　誰非誰不可  真的不夠聰明　傷心就只是報應　真的不夠開心　我會讓你更不開心真的決定放棄　就絕對不會客氣　別說不給你機會　別讓我數54321你的時間不多了　你儘管再神氣吧　要知道反擊只是動物的本能當初的所有溫柔　會變成一場瘟疫　倒數開始　就不再回心轉意,反抗反駁反諷
